frame_position,frame_id,pred_x_head,pred_y_head,pred_x_tail,pred_y_tail,real_x_head,real_y_head,real_x_tail,real_y_tail,head_distance,tail_distance,head_and_tail_losses
5603,2,119.0008544921875,165.8094482421875,88.511962890625,55.6796875,112.94498381877024,163.10679611650485,,,6.631583379978896,,"tensor(209.8493, grad_fn=<DivBackward0>)"
5604,0,106.4237060546875,162.7789306640625,80.2911376953125,59.179443359375,108.0906148867314,162.7831715210356,88.67313915857605,56.310679611650485,1.6669142267116897,8.859331462949712,"tensor(162.7299, grad_fn=<DivBackward0>)"
5604,1,108.9044189453125,82.03033447265625,83.535400390625,115.066650390625,110.03236245954692,86.40776699029125,93.85113268608414,120.3883495145631,4.520417239343268,11.607532655879211,"tensor(162.7299, grad_fn=<DivBackward0>)"
5604,2,117.950927734375,165.2421875,87.9461669921875,55.236083984375,112.29773462783172,162.7831715210356,80.58252427184466,51.7799352750809,6.164848082854159,8.134383689844814,"tensor(162.7299, grad_fn=<DivBackward0>)"
5605,0,106.01116943359376,163.193603515625,82.01263427734375,59.2938232421875,108.0906148867314,162.45954692556634,88.67313915857605,57.28155339805825,2.205205765905621,6.957841274311397,"tensor(162.8802, grad_fn=<DivBackward0>)"
5605,1,107.30926513671876,82.202392578125,84.19464111328125,115.2216796875,109.06148867313917,86.73139158576052,93.20388349514565,120.71197411003236,4.856142433325982,10.550345072142015,"tensor(162.8802, grad_fn=<DivBackward0>)"
5605,2,117.5870361328125,164.7685546875,87.492919921875,54.39697265625,111.97411003236246,164.40129449838187,80.58252427184466,51.45631067961165,5.624928395599749,7.510063974481496,"tensor(162.8802, grad_fn=<DivBackward0>)"
5606,0,104.9654541015625,162.151123046875,82.08746337890625,59.6964111328125,107.11974110032362,161.16504854368932,90.29126213592234,56.957928802589,2.369239413580672,8.648791795306733,"tensor(159.8465, grad_fn=<DivBackward0>)"
5606,1,106.64520263671876,84.204833984375,84.54925537109375,114.94134521484376,108.73786407766993,87.37864077669904,95.46925566343042,120.06472491909386,3.8016156383103854,12.062148481035823,"tensor(159.8465, grad_fn=<DivBackward0>)"
5606,2,115.720703125,163.726318359375,87.8365478515625,54.8831787109375,110.03236245954692,163.10679611650485,80.2588996763754,50.80906148867314,5.7219775721037145,8.603440184465013,"tensor(159.8465, grad_fn=<DivBackward0>)"
5607,0,105.65032958984376,162.8367919921875,82.68817138671875,60.951904296875,105.50161812297732,161.81229773462783,91.9093851132686,55.663430420711975,1.0352311742554383,10.63008647799114,"tensor(160.0118, grad_fn=<DivBackward0>)"
5607,1,107.2354736328125,83.543212890625,85.01043701171875,113.70721435546876,108.0906148867314,88.3495145631068,96.44012944983818,120.3883495145631,4.881782700106108,13.239162973696308,"tensor(160.0118, grad_fn=<DivBackward0>)"
5607,2,116.46875,164.717529296875,89.1395263671875,56.4766845703125,109.38511326860842,162.45954692556634,79.93527508090617,50.48543689320388,7.434809596180701,10.982408227227353,"tensor(160.0118, grad_fn=<DivBackward0>)"
5608,0,103.5118408203125,161.8985595703125,84.31817626953125,59.3988037109375,106.4724919093851,159.8705501618123,94.1747572815534,55.98705501618122,3.5886316378519654,10.43035082836271,"tensor(160.4846, grad_fn=<DivBackward0>)"
5608,1,104.70184326171876,86.067138671875,86.46160888671875,116.138671875,107.76699029126212,88.3495145631068,98.05825242718448,121.68284789644012,3.821565912240001,12.853794348803676,"tensor(160.4846, grad_fn=<DivBackward0>)"
5608,2,114.33935546875,163.7125244140625,86.8692626953125,54.75048828125,109.38511326860842,162.13592233009712,79.93527508090617,49.19093851132686,5.199056636432004,8.887563101378964,"tensor(160.4846, grad_fn=<DivBackward0>)"
5609,0,101.3157958984375,160.5059814453125,86.3685302734375,57.1119384765625,105.8252427184466,159.54692556634305,93.20388349514565,54.69255663430421,4.610303547650206,7.250893887250376,"tensor(159.6221, grad_fn=<DivBackward0>)"
5609,1,102.78790283203124,88.5950927734375,88.94549560546875,117.30126953125,108.0906148867314,88.3495145631068,97.41100323624596,121.68284789644012,5.308395594946889,9.532211098011263,"tensor(159.6221, grad_fn=<DivBackward0>)"
5609,2,111.2657470703125,161.8255615234375,84.9171142578125,51.84326171875,108.0906148867314,159.8705501618123,79.28802588996761,47.89644012944984,3.7287442668137056,6.874884472540061,"tensor(159.6221, grad_fn=<DivBackward0>)"
5610,0,101.04052734375,161.803955078125,86.6431884765625,56.895263671875,104.85436893203884,159.54692556634305,94.49838187702264,54.69255663430421,4.431655433087753,8.158184948381386,"tensor(161.6709, grad_fn=<DivBackward0>)"
5610,1,102.0328369140625,85.81866455078125,88.9439697265625,117.1219482421875,109.06148867313917,89.32038834951457,98.38187702265373,121.35922330097088,7.852643829500154,10.345462486201365,"tensor(161.6709, grad_fn=<DivBackward0>)"
5610,2,114.2628173828125,163.0189208984375,85.296875,51.363525390625,108.0906148867314,159.54692556634305,79.6116504854369,48.54368932038835,7.081725442200891,6.346121117974107,"tensor(161.6709, grad_fn=<DivBackward0>)"
5611,0,101.28533935546876,160.3006591796875,87.28082275390625,56.2637939453125,104.53074433656955,158.57605177993528,96.11650485436894,54.36893203883495,3.6751767542030014,9.036580095647718,"tensor(158.8132, grad_fn=<DivBackward0>)"
5611,1,102.73895263671876,90.2354736328125,89.80413818359375,117.9052734375,108.7378640776699,92.23300970873784,100.64724919093852,122.65372168284787,6.322743775529563,11.83726391766055,"tensor(158.8132, grad_fn=<DivBackward0>)"
5611,2,110.282470703125,162.222412109375,84.9354248046875,51.509765625,107.76699029126212,159.8705501618123,77.9935275080906,46.92556634304208,3.443674828269821,8.318943510639013,"tensor(158.8132, grad_fn=<DivBackward0>)"
5612,0,100.586181640625,158.726806640625,88.4217529296875,54.060546875,104.85436893203884,158.25242718446603,97.41100323624596,54.0453074433657,4.294468374899538,8.989263224215746,"tensor(159.1341, grad_fn=<DivBackward0>)"
5612,1,102.22015380859376,90.5887451171875,91.23114013671876,118.3131103515625,108.41423948220066,91.9093851132686,101.94174757281552,122.0064724919094,6.333307771712299,11.329520534864631,"tensor(159.1341, grad_fn=<DivBackward0>)"
5612,2,109.3079833984375,160.01318359375,83.8162841796875,48.589111328125,103.88349514563106,159.54692556634308,78.31715210355988,46.601941747572816,5.444489815672031,5.847161408116561,"tensor(159.1341, grad_fn=<DivBackward0>)"
5613,0,100.16021728515624,158.12939453125,89.54339599609375,54.009765625,104.53074433656955,157.28155339805824,99.0291262135922,54.0453074433657,4.452004188482698,9.48579680258944,"tensor(157.4831, grad_fn=<DivBackward0>)"
5613,1,101.48785400390624,92.84930419921876,92.02166748046876,118.96942138671876,107.11974110032362,93.20388349514565,102.58899676375404,122.65372168284787,5.643038077480295,11.19118031547325,"tensor(157.4831, grad_fn=<DivBackward0>)"
5613,2,108.1083984375,159.92724609375,84.1217041015625,49.0670166015625,103.23624595469256,160.19417475728156,78.96440129449839,46.601941747572816,4.879459060914582,5.7161496026192005,"tensor(157.4831, grad_fn=<DivBackward0>)"
5614,0,99.42608642578124,157.29052734375,91.1580810546875,50.1923828125,104.20711974110031,156.95792880258898,98.70550161812298,52.75080906148867,4.792588168388062,7.969259817127495,"tensor(159.7693, grad_fn=<DivBackward0>)"
5614,1,100.9293212890625,94.1502685546875,93.95074462890624,120.3717041015625,107.44336569579286,94.49838187702264,105.1779935275081,123.62459546925568,6.523339437591941,11.688987128112045,"tensor(159.7693, grad_fn=<DivBackward0>)"
5614,2,106.387939453125,159.5291748046875,82.181640625,45.454833984375,103.5598705501618,159.8705501618123,78.31715210355988,45.9546925566343,2.8485980506838,3.896681937829103,"tensor(159.7693, grad_fn=<DivBackward0>)"
5615,0,99.55224609375,155.9705810546875,91.58270263671876,50.8258056640625,104.85436893203884,156.31067961165047,101.61812297734627,53.07443365695792,5.31301925657647,10.284259295812875,"tensor(158.0924, grad_fn=<DivBackward0>)"
5615,1,101.23004150390624,96.30706787109376,94.4833984375,121.38934326171876,107.11974110032362,96.44012944983818,105.50161812297732,124.91909385113269,5.891202485043008,11.56980139245736,"tensor(158.0924, grad_fn=<DivBackward0>)"
5615,2,104.3548583984375,157.348876953125,81.2454833984375,45.3533935546875,101.61812297734627,158.25242718446603,77.66990291262135,44.33656957928802,2.88203466072353,3.71735212315116,"tensor(158.0924, grad_fn=<DivBackward0>)"
5616,0,98.55279541015624,156.8802490234375,93.68701171875,48.8875732421875,104.53074433656955,157.28155339805824,102.9126213592233,52.10355987055016,5.991403722659315,9.770078977787293,"tensor(160.5306, grad_fn=<DivBackward0>)"
5616,1,100.18817138671876,97.690185546875,96.72674560546876,122.7459716796875,106.14886731391586,96.11650485436894,106.79611650485435,123.94822006472492,6.164930401753984,10.140889087684522,"tensor(160.5306, grad_fn=<DivBackward0>)"
5616,2,102.74853515625,157.4490966796875,79.5135498046875,42.3692626953125,100.32362459546928,156.95792880258898,77.9935275080906,42.71844660194174,2.474153817223036,1.55961443401906,"tensor(160.5306, grad_fn=<DivBackward0>)"
5617,0,98.58837890625,156.5296630859375,95.36273193359376,49.7855224609375,102.9126213592233,156.31067961165047,103.5598705501618,51.45631067961165,4.329783661351605,8.365680771514747,"tensor(158.1729, grad_fn=<DivBackward0>)"
5617,1,99.72930908203124,98.7916259765625,97.86920166015624,121.858154296875,106.14886731391586,96.76375404530744,106.79611650485435,123.94822006472492,6.732235324327983,9.168325013786854,"tensor(158.1729, grad_fn=<DivBackward0>)"
5617,2,102.1773681640625,157.885498046875,80.7998046875,44.122314453125,101.61812297734627,157.60517799352752,77.66990291262135,43.042071197411005,0.6255673514290849,3.311073936339096,"tensor(158.1729, grad_fn=<DivBackward0>)"
5618,0,99.06781005859376,154.03662109375,96.35064697265624,47.4609375,103.88349514563106,155.663430420712,103.88349514563106,49.83818770226537,5.083043521730269,7.899058179381937,"tensor(157.9969, grad_fn=<DivBackward0>)"
5618,1,101.41168212890624,101.2568359375,99.97601318359376,122.6446533203125,105.8252427184466,97.0873786407767,108.7378640776699,124.27184466019416,6.071564149932281,8.91166554279327,"tensor(157.9969, grad_fn=<DivBackward0>)"
5618,2,98.991455078125,155.211669921875,79.285888671875,41.6409912109375,97.0873786407767,156.31067961165047,77.02265372168284,42.07119741100323,2.1984834267024507,2.3037599298421467,"tensor(157.9969, grad_fn=<DivBackward0>)"
5619,0,100.19287109375,153.5673828125,96.0640869140625,46.4697265625,103.5598705501618,155.663430420712,104.53074433656957,50.48543689320388,3.9661191252115193,9.370710611806125,"tensor(157.9649, grad_fn=<DivBackward0>)"
5619,1,101.888671875,102.90216064453125,98.9534912109375,124.23248291015625,106.79611650485437,98.70550161812298,109.38511326860842,125.24271844660196,6.457163446825586,10.480425305930302,"tensor(157.9649, grad_fn=<DivBackward0>)"
5619,2,98.703369140625,155.1611328125,79.1431884765625,41.0496826171875,98.05825242718448,156.95792880258898,77.66990291262135,42.071197411003226,1.9090970127157325,1.792780752602439,"tensor(157.9649, grad_fn=<DivBackward0>)"
